"","stars","text","sentiment"
"643",2,"I've been wanting to try this place because we've lived in Austin for 4 yrs and have not found a really good Chinese place yet.
My husband and I went during the week at dinner time, so we did not have the dim-sum, we ordered off the menu.
I agree with the other posters on here that the wait staff needs to be a lot friendlier, they act like you are bothering them if you come to eat.  Also, they really need to scrub the place.  Cleanliness goes a long way in a restaurant.
The appatizers were not good, the ribs were really gross and greasy. I don't think that they were anywhere near fresh.
My dinner was the Sizzling Triple Crown.  Flavor was good, scallops very chewy.  My hubby had something different (can't remember the name), but he said it was pretty good.
I will try it again sometime to see if I happened to be on a bad night.",-1
"644",2,"I picked up teriyaki chicken for my wife and I on Saturday night. I was greeted pleasantly and took the food with me, once I got home and we opened our food I was amazed to see that the teriyaki sauce was alomst non-existant on our chicken. There was so little sauce on the chicken that it seemed like I had paid for grilled chicken and rice, unbelivable! I'm seriously reconsidering not returning to this restaurant even though we live right down the street!",-1
"645",2,"Food was pleasantly good!  Service was bad, but not the fault of the server.  Server had too many tables for even a veteran server.  Most importantly for the rating was the fact that it is labeled a sports bar (which has the TVs for and sports packages for) but on a Friday night had curling on the big screen and was told there was no manager on duty to change the TVs.  Hence, no key NBA match ups like the Cavs vs Hawks on ESPN",-1
"646",2,"Oh you were so close to receiving three stars, my dear. So close. And then you started repeating songs after an hour and a half. Which makes me think that perhaps no one ever stays longer than that. Which means you have a high turnover... which probably means you suck.

I came here straight after McFadden's four drinks-in-plastic-cups DEEP yo. Yelper Heather H was a good oh, 12 drinks deeper than I was. So dancing was a must. I followed because... it was 8:30 and even Simma doesn't go to bed that early. 

We came straight for the dancing. Squeezed through the bros and hos starting to clod together downstairs and climbed the stairs. Dance floor is pretty empty. I obnoxiously bust a move and...

MAN DOWN. MAN DOWN. My flip flop slipped on something probably disgusting. I picked myself up, endured the hyena-like laughter from my friends and carried on. Oh man. Music's getting good. Good as in this is my jamz from back in middle school!

Highlight(z):
1. Thong Song
2. Baby Got Back
3. Bye Bye Bye

I requested Birthday Sex. A few times. But to no avail.

Other hightlights:
1. Creeper McCreeperson deciding to grind up on unsuspecting friend
2. Heather H grinding up on unsuspecting group of Indian males
3. Remaining unsuspecting friend having clothed sex
4. Okay, I guess it was pretty funny that I fell.

A cigarette was needed to get my mind off having to pee and thank goodness for that, given the other reviews. They tried to charge us a cover when we went back inside. Really? On a Thursday night? Do you know what's going on upstairs? Asians dancing silly in jumpsuits! And taking pictures! That's what!

I got back in, no questions asked, grabbed my stuff, and hightailed it out of there, leaving some memories and a trail of smoke behind me.",-1
"647",2,"The hostess was rude. She wasn't welcoming and gave us an attitude because we requested to sit by the window. Our filet steaks were way over done and dry. Our food was mediocre at its best. My waitress was very kind and attentive but that's about it...don't care to return.",-1
"648",1,"If I could give 0 stars I would. Their express wash is an absolute joke. Wasted every penny spent there. Poorly washed, poorly dried, minimal effort on the staffs part. I'll never return.",-1
"649",2,"The service and food here is hit or miss. I usually only come for happy hour as it's the only time I find it worth it. 

The one time I did visit when it wasn't happy hour we waited 45 minutes for our burgers and when they came out they were totally cold, like not even the least bit warm. May as well have been in the fridge. We told our server and she halfway admitted fault ""Yeah, I thought I saw your food up a while ago"". Well, why didn't you grab it!?! So, we paid for our beers and left. Total waste of time. 

It gets pretty packed during happy hour, but when you're living on a budget, it's almost worth it for the cheap and decent burgers and good beers.",-1
"650",2,"Sadly, our visit today was subpar. The food was delicious, service was very lacking. We sat at our table on the patio and waited about 15 mins before being greeted by our server. Drink orders were placed and it took another 15 mins for half our drink order to come out (lemonade with fresh mint came without any mint even though the manager on duty who brought it out assured us it was right). The second drink, a simple Coke, still had not arrived. Appetizer was delivered, still no drinks. Lunch items arrived, still no drinks despite a second reminder. The coke finally arrived towards the end of finishing my meal however still no lemonade. We ordered a dessert (churros - fantastic!) and finally, as we finished up dessert and asked for our check the lemonade was delivered...almost an hour after being seated!!!!  Ridiculous. Check finally arrives and guess what...it's wrong. We were double charged for the 1 drink that we had to ask 2 people to fix and didn't arrive until after dessert was done",-1
"651",2,"get prepared - he likes to talk. you could be there for up to two hours, most of the time just sitting around waiting for him. he's good for back and leg injuries, but if it's something specific like your foot or your hand, look for another physiotherapist....",-1
"652",1,"Honestly, the food was pretty bland tasting and very expensive for the quality we received. When my father mentioned to our waiter that his meal was bland, he completely ignored it. Not only that but they asked what kind of soup or salad we wanted, not mentioning that it wasn't part of the meal. I wouldn't come here again, i think they need to improve a lot.",-1
"653",2,"I used to be a fan of 888. I loved their food and I always thought they were the one of the best asian restaurants in Austin until 2 years ago.

2 years ago, I went there with my friend for lunch, and as usual, we got pepper and salt chicken& beef hot pot. When foods came out, it looked very delicious, and hot pot tasted good. BUT the problem broke out when I tasted pepper and salt chicken. it wasn't chicken. it was like a squash, but not really squash. This thing happened before like twice, so I talked to the server but her attitude made me freaking mad. she eventually got me a new place with chicken, but the way she spoke to me was very impolite..I think she thought I told her to get an extra free food or something. ( so I didn't eat that new chicken one)

I stopped to go there for awhile..about year and half..
I went back last time and was satisfied..

HOWEVER, I went there last night and ordered pepper and salt chicken (I know, again) and green curry for to go. I am leaving austin this weekend so I wanted to try good places before I leave. so I drove down from arboretum area.  I waited for like 40min. I knew my foods are out, but the server only took care of dining-in customers. 
anyways, when I got home, bite the pepper and salt chicken, there was no chicken inside. NO FREAKING CHICKEN was there. 

what a disappointment.

I will not ever go back to that place. I will miss their beef hot pot though.
gosh. freaking salt and pepper chicken.. (pepper and salt? whatever)",-1
"654",2,"I had a pizza craving late on a weeknight and came here because they were open late while the pizzerias nearby all seemed to be closing up. The huge restaurant was nearly empty except for a gaggle of people at the bar.

I was unimpressed with the bread sticks. How about some real bread?

The caesar salad I ordered was large but had a dressing that's more oily than I'm used to. I ate most of it because I was hungry.

The pizza was okay. Crust was soggy on the bottom.",-1
"655",1,"Waitress took a twenty dollar bill and never came back with the change. She assumed it was the tip on a $40 bill.",-1
"656",2,"I was there on a Friday at about 5:30 and the place was pretty much empty.  There are about ten little round table that can fit 3 people, maybe 4 and they are all in a small space so if they were all full it would be very crowded.  I got the falafel plate.  It came with a salad, hummus, and tabbouleh.  The salad and tabbouleh were both fine but nothing special.  The hummus was good and you got a whole pita bread with your meal which I liked.  The falafel was hard.  I mean, I couldn't get my fork through it hard.  Like someone dropped it in the deep fryer and forgot about it for an hour hard.  And it had an aggressive anise flavor that I didn't really care for.  Everything, the food, the service, the ambiance, was just okay.  Nothing was terribly bad but nothing was really all that good either.  There are plenty other places I would try instead of going back here.",-1
"657",1,"I would be able to review the food, however we sat for 10 minutes without even an acknowledgement. To bad we were excited to try something new.",-1
"658",1,"This review is based upon my scheduling experience, as we never made it to the point of having maids reach our house. I first reached out to Maid for Portland to schedule an introductory clean about a month ago. We settled on a day that I was able to stay home from work in the morning to supervise the cleaners, as I have cats and don't feel comfortable with people in my house unattended. I stressed the importance of a reliable arrival time since I was missing work, and was told that it wouldn't be a problem. I was also asked for a credit card number over the phone. Within a day of leaving the credit card information, my debit card account showed several local, unauthorized charges and needed to be cancelled. While I acknowledge that this may have been coincidental, the timing and locality were suspicious. Regardless, we decided to proceed with the cleaning appointment.

On the day of the appointment, I was told that the maids would reach our house between 9:00 and 9:15. At 9:30, when no one had arrived, I called the office. They stated that there had been a mix up, and that the maids had arrived at the incorrect house and begun cleaning. After a half hour of back and forth phone calls, the dispatcher stated that the maids were unwilling to stop cleaning at the house they were currently at, and that arrival to my house would be delayed by at least three hours. I told the company that I could not miss that much work, especially since I had had a reserved time, and cancelled the clean. The owner/scheduler (Robyn) was very understanding and offered us a discount on further service if we wanted to try them again.

We decided to set up a schedule with another company but, due to availability, they were not able to start for at least another month, so we decided to give Maid for Portland one more try in the meantime. I scheduled another appointment, again with the guaranteed arrival time of 9-9:15, and this time with my husband staying home from work. My husband called me today at 9:30 to say that no one had arrived and, when I called the office, I was told that they had been unable to access their office this morning due to a misunderstanding about a keyholder, and that they would be at least an hour late. As my husband had only gotten time off for the amount of time scheduled, with frank assurances from Robyn that they would not be late and wouldn't take more than three hours, we cancelled the clean again. 

The quality of this service could be amazing, but the treatment from the scheduling office is ridiculous and insulting, and I would encourage working people who need to be aware of their time and have their schedule respected to look elsewhere for cleaning assistance.",-1
"659",1,"Worst hostess ever.  Lady with blonde hair, grabbed 2 menus walked passed us and yelled said ""follow me"" no smile, no hello nothing. Then I requested to sit at a booth and she rolled her eyes turn around waved her arm and said where do you wanna sit in the most rude tone. I don't get how people like that are allowed to be the first face you see when you walk in. That ruined my entire meal. Irritating when people are unable to act professional.",-1
"660",2,"Greatly disappointing. Sushi is good. Food from the kitchen is not that good. The place is in a horrible shape for a restaurant that opened just a year ago. Dirt and signs of wear everywhere... Bathroom is dirty. Table where we got seated was dirty. Pieces of green salad and food chunks stuck to the table top... Service is horrible. After 35 minutes passing by manager asked how was our food and we replied that we have not received anything. Only at that point our order got put into their system... After another 10 minutes we received the first item. Utensils are placed directly on the dirty table by the stuff and that is just disgusting. Ordered green tea donut dessert something. After a long wait something was brought from the kitchen that was... Red. Asked the waiter what was that as we ordered 'green tea donut'... He replied 'Oh that is red bean' and walked away... If I wanted a red bean I would of ordered red bean. I ordered green tea. Greatly disappointed and unhappy at that point I did not even want to bother. Two stars at best.",-1
"661",1,"The place was half full and they told us there was a 30 minute wait. Manager told us their kitchen was too busy. This place has gone downhill.",-1
"662",2,"Unlike any place we've been to.  Overall, we enjoyed it.  We went with a party of 9 for my daughters birthday.  She was really excited about the belly dancing!  This is the main reason we picked this place.  We got there a bit early for the dancing and almost didn't stay for it, which would have made it a very disappointing experience.  I'm glad we waited!  It made the whole visit.

Pro's: 
- The staff are friendly
- They belly dancing and music were the best part!  The dancer was fun and beautiful to watch!  She invited people to the dance floor and my daughters had a blast with her!  Even the 16 month old!  The music was played by a man who also sang and was great!
- The ambiance, especially when the dancer and musician were playing, is fun!  And the lights all around are pretty once the sun goes down.
- I had a toddler running around while we waited for our food, climbing on the stages and it was perfectly fine.

Con's:
- The food is just ok.  We ordered the Mezze plate, which wasn't as abundant as what they show on their website.  Three of us had the chicken sheesh kabobs and thought it was a bit over cooked.  Two ordered Shawarma and thought it was bland.  One ordered the salmon and thought it was bland and one ordered the lamb shank, which actually looked moist and yummy!  The falafels were good, but the baklava didn't have much flavor. 
- Service was slow.  There were only a couple of tables there, so I was surprised at how slow things came out.  One person finished their main course before their sauce came out.
- It feels a bit old and a lot dirty.  We passed through the inside pretty quickly, but I was happy we weren't sitting in there.  Outside, the tables are mostly a bunch of folding tables, which looked to rarely get a cleaning, placed on dirt.  One of the kids spilled a cup of water and when they wiped it, it was extremely dirty.  I don't think they get a regular wiping.  My toddler kept playing in the dirt, then wiping her nose and inhaling a ton of dust.  The bathrooms were yuck.  They need a serious cleaning and smell horribly of urine.

This is probably a great place to sit around and smoke hooka, if you are into that (we aren't), and bring your own bottle.  Probably best to come after dark so you don't see just how dirty it is.  Maybe not the best place for kids.
- A bit over priced because of that.  I ended up picking up the whole bill, to the tune of $220 with tip. Since only 7 of us ordered, this seemed a lot.",-1
"663",1,"Worst to-go food I think I've ever gotten. Items ordered below:

1.  Wings were terrible quality and they forgot to include the ranch I requested.  Managed to eat it but it wasn't good.
2.  Salad was just chopped lettuce.  Nothing else.  Gave it to the cat (actually loves lettuce).
3.  Southwest chicken wrap.  This was actually decent. Would probably give this 3 stars on its own.
4.  Fat Sean Sandwich with Marinara.  Inedible it was so bad.  Ate 3 bites and threw it away.

In addition, the food was 20 minutes late and somewhat cold.  I will never order from them again.",-1
"664",1,"Service wasn't great and the food wasn't all that great either. I had a fajita special and shrimp was hard and needed flavor. I've been to many seafood restaurants would not recommend this one.",-1
"665",2,"Showed up at 7:30ish and while there were a few tables open (good start considering no reservations), got stuck at the table right next to the entry way (my seat was actually in the walkway so when people came in or left, it was uncomfortable).  Overall, the first impression was terrible with being stuck in the aisle, the temperature was blazing in the place and the waitstaff didn't come by to greet us or describe how the menu worked for quite a while (not that we couldn't figure it out, but just not overly attentive). 

The wine list was nice because you could get most wines by the glass, quarter, half or full bottles.  This deserves more like 4-5 stars.  We had a glass of Cava each to start and then a nice Pinot in half bottle (which was perfect).  

We had bread (B- seemed burnt), olive oil (B just okay), cheese plate (B could have been an A with better description of what we got and maybe something like quince paste or almonds or hazelnuts etc), mushrooms(C- button mushrooms that seemed like they were from a can, not what I expected considering the time of year), Buffalo (B but only because I love Buffalo, nothing inventive here, also oddly presented sliced in a pile with a lemon wedge garnsih), Quail (A, the only really good dish), Beets and Tomatos (B-), Kale and Pecans (B).  All in, we ended up at $95 before tip.  

Overall, terrible seating (I don't mind close, but close and in a walkway is taking it over the line), mediocre food, good wine choices, bad temp control and mediocre waitstaff (although not bad enough to doc the tip).

I'd pass unless you just have to try it for yourself.",-1
"666",1,"Never got a chance to try the food. The server blamed the kitchen, but I was in full view of the kitchen and did not see a back up. The manager did not offer to comp our beers or anything even though we had to get up and catch a flight. We sat down with well over an hour before boarding and they are now calling our flight.

There are other places to eat in the airport, so try those instead. 

One star due to the service. 

Update: We then asked for our food to go, was told it would be right out. 10 minutes later we just got up to leave and stood in front of the register to pay for our two beers and forget the food. Finally the manager (Jody) came over and told us we could get our food and it would only take a few more minutes. (We ordered one of their regular sandwiches and a salad - not too tough to prep). We declined and then he told us he would take the food off our bill but we still had to pay for the beer. Bad, bad, bad customer service. I know they have captive and transient customers, but this was very poor management.",-1
"667",2,"I won't beat around the bush...the place sucks. Yes, the grounds are well maintained and the lobby is pretty...thats how they suck you in. They get you to sign the super-long, 15 month lease and then you're screwed. Move here if you want to pay $50 for a covered parking spot only to have all 4 wheels of your car stolen overnight (yes, this happened just the other night to at least 2 cars in the garage). Of course they refuse to hire any type of security. 

Move here if you like listening to every detail of your neighbor's sex life as well as peeing and stomping around all night. They really cheaped out on this place, no sound-proofing at all...we have lost countless hours of sleep due to this, and again, management treats it as not their problem. The cabinets may look nice and new and modern, but everything is constructed from particleboard! The day we moved in I went to open a kitchen drawer and the front of it fell off in my hand.

Also, it seems that the quality of tenants has dropped significantly as they became desperate to fill the place at any cost...the vibe on weekends is distinctly overgrown frat-boy, camped out on the lawn drinking Natty Light all day. If these are your peeps, then by all means move here! All in all, a crap complex in a crap town. We are seriously foolish for ever moving here, but luckily our lease is up in just a couple months. Do yourself a favor and look elsewhere. Oh, and I having a sneaking suspicion that the previous review is not a legit one.",-1
"668",2,"My friends and I went here almost every weekend when it first opened. We knew the bar owner and my friend's band would play there a few weekends a month.
The reason I like Basta's so much is that it's HUGE! And they have really good deals, like 2$ pizzas and 75 cent drafts. 
Honestly this use to be a really good bar when it first opened. But things went down hill real fast. Now a days no one seems to want to go there. It doesn't get nearly as crowded as it once did. The crowd that goes there now has changed.
The cops really watch this place so be careful.

Best thing i've ever seen in my life happened here, though. 
So this girl I knew somehow how got two boy to fight over her. The two boys and their friends broke out into a huge brawl in the parking lot infront of basta's. The people in the parking lot across the street saw the fight and everyone in that parking lot starting beating the crap of each other too. I don't know how it happened but I remeber like 50 dudes just beating the crap out of each other. It was awesome.",-1
"669",1,"We just got back from seeing Fall Out Boy, and I'm so glad we had also seen them at the Cynthia Mitchell Pavilion two days prior, because I did not like this venue at all. 

1. It is way too far from the actual city of Austin to be associated with Austin. We took Uber, and it cost about $40 to reach the venue. At least we didn't have to deal with the parking, because the staff that we did have to deal with were very rude.

2. Ten dollars per beer is just too much. 

3. Ten dollars per beer and having to drink it in the burning sun is way too much. Seriously, haven't they heard of shade in Austin? We got there at 4 p.m. to meet the band and waited two hours in the heat and sun before we got to actually see them. We were pretty ripe. And then afterward there was nowhere to sit unless we wanted to sit in the sun, which I absolutely did not. Finally we found some bleachers and climbed into those and sat on the stairs. My butt is still angry about that.

4. My boyfriend bought a Texas cheesesteak and threw it away, it was so awful.

5. If I pay for front-row seats, I do expect to be in the same zip code as the band when I'm in said seats. Seriously, the pit area is so vast, the seats start about 100 yards away from the stage. I could've dealt with the rest of the negatives, but this was really a deal-breaker for me. I would not go back unless it was absolutely the only choice.",-1
"670",2,"I gave them two stars because TOM and  CHAD have always been very courteous and professional.  When  my son and I dropped off his car this morning to have the tires replaced and the oil changed, service advisor CHRIS  asked if he could take advantage of my son not needing the car back right away. My son, who is 18, said ""no rush.""I, on the other hand, said, ""We need to pack tonight because you're leaving for college tomorrow morning"". It is now 4:50 PM,  CHRIS just called my son and said the car would be ready by 7 PM. I was standing closer to CHRIS than my son was when I said ""We have to pack tonight, you're leaving for school tomorrow"". I don't know what part of that CHRIS did not understand.  When I called CHRIS back, and asked him why it was 7 PM, if he thought that was really reasonable, he said, ""Well, your son said..."", Completely ignoring what I told him. I asked CHRIS if he had college-age children, which he said, ""No."" I asked him if he thought It was reasonable to start packing at 7:30 at night when we got home from picking up  my son's car. He just kept going back to ""Your son said it was no rush"".  I am a reasonable person. We dropped the car off at 8:15 AM, I thought 3 PM would be great, 5 PM would be reasonable. 7 PM IS COMPLETELY UNACCEPTABLE. I didn't even realize Firestone was open till 7 PM. 

 I honestly don't know why my family keeps going back to Firestone. When we had my daughter's tires put on a few years back, they were bouncing all over the road and the service advisor at that time, told me it was because the steel rims were bent. I said it was because there was 5 to 7 weights on each tire.  It was the 5 to 7 weights. Once we had the tires replaced and re-balanced, We never had a problem with her car again.

When I went in for oil changes, they just didn't rotate the tires when I asked them to. And then when my tires got worn, they said, ""We can't rotate them, we can only replace them now.""

When I was shopping for tires to replace the ones that were not rotated, Firestone's quote for four new tires for my car were more expensive than the dealership.  Everyone knows the dealership is the most expensive. 

I have written maybe two reviews on yelp.  I just don't think it's worth my time to tell people what I think. I am done with Firestone. I will never, ever go back to Firestone, not even to drop off a car.",-1
"671",1,"Be careful before driving out here. I'm here now in front of the business, and the door was locked at 9:29 AM, and the phone number for them on Yelp was disconnected.",-1
"672",1,"Wow, we decided to try rr hamburgers, not a good idea.  Also tried spinach dip., ok nothing to write home about.  Ate hamburgers up all night sick.  Still ill next day, dont know if meat or spices, but first time last time going there.  Do not recommend...",-1
"673",1,"I have been here since the beginning and I am
VERY disappointed of the way management handle or take care of their customers. I am looking forward to leave this place! They never returned your call, valet trash service? Where? I have to call at least once a week to remind them that they forgot to pick up the trash! They have machines at the gym that are broken for more that three months, over two inches of dust on the floor, and I don't want to even mention the a/c filter... disgusting!",-1
"674",2,"I had been wanting to stop at this place for awhile.Every since I seen this place on a food show where someone burned up the pit lol. I finally convinced some co-workers to go and to my surprise they had NO chicken! I couldn't believe it but I did not come for that I came for that ""I love sammich""  it's a Deep fried brisket &Mac-n-Cheese on a pool of BBQ. See hungry just thinking about it and for you love of god the waitress did not know what I was talking about. I even pulled up the website and still no idea so long story short we left. Friendly people and clean bathroom would make me come and try again.",-1
"675",2,"Here's the heartbreaking thing about Baraonda:  you cannot enjoy their truly delicious Italian cuisine for the techno-beat pumping through the restaurant. 

As other reviewers have noted, this dimly-lit, perfect date/anniversary/business lunch or dinner locale is completely ruined by the head-thumping music. The couples sitting to either side of me tonight had to yell to talk. My friend and I heard their entire conversations (made easier, of course, because we could not have a conversation at all due to the music and subsequent yelling.)

This restaurant is obviously prouder of its sound system than its food. Truly, it's sad.",-1
"676",2,"I made a 12:45 appointment a week in advance. I show up at 12:35 and wait until 1:15. I sit outside the locked office as the sign instructs. I call 3x no one answers. Meanwhile, I'm paying for a sitter not to mention this complete waste of time. It doesn't matter how good the service is when the establishment runs like this. SO unprofessional and disrespectful. Let's see how they handle this as it's already been paid for by my husband... will update on how they handle this totally unacceptable situation!
Update: I heard from the owners personally. She was sincere in her regret and I felt she is really trying to make things right. I sent her an email back and will wait to hear back. After how the owner responded so quickly and is trying to make things right, I'm increasing the rating and will update again post resolution. I do believe based on my phone conversation that this is not business as usual
for this practice.",-1
"677",1,"Worst customer service
Tried to return a product and it was past the 15 day policy. We had family medical issues and returning the product was not my priority .
I was told by the manager sorry past the 15 day
Policy and told me no refund. I asked for store credit she said no past the policy and the package is open. So I asked if I came back
Within the 15 day and package was open I
Could get my money back she said yes.
I will never shop here again.",-1
"678",2,"This was the second time I've come here for breakfast, and was very disappointed with the food. Apparently, the breakfast/brunch on the weekend is all-you-can-eat, for which, you can select from a number of options.

The grits were ice cold, the bacon was greasy, toast was Sahara-dry, the sausage was out of the pack and not very good, the coffee was thin and cold....well, you get the point.

The only (mild) saving grace was the service, which was very good and attentive.

I may return on those off days, like Saturday, where a certain breakfast restaurant across the street is too crowded and I'm starving, but, not if I can help it.",-1
"679",1,"I've been here a few times and I have to say this place has lost it's charm. Changes in the menu, which normally are a good thing has led to the following. One of the most discouraging things is the lack of consistency and misrepresentation of the dishes. One dish that was supposed to contain chicken liver, had none. Another dish which was supposed to have fresh mint with the pasta, had one leaf buried at the bottom and  the sauce tasted like extra left over from another dish. Wine selection is lacking and the wine suggested tasted like sewer run off from France, the wine I picked from the wine menu they didn't have, ""sorry we just ran out""  - that is not the first time I heard this here. I had thought I had found a new standby place, but I was horribly wrong.  I'll just go up the street next time.  

The ambiance can be nice depending where you are seating, and service can be friendly but that too depends on which waiters they have working at that certain time.",-1
"680",2,"I heard great things about Paley's Place, so we decided to give it a try.

The bread was mediocre, to my surprise. Too dry and tough. But I sampled some appetizers on the chef's recommendation and all were flavorful. For my entr├®e, I ordered escargot and bone marrow. The escargot tasted okay, chewy with a sort of vinegar-sauce aftertaste, and I'll admit I've never tasted marrow before so I'm not sure what it's supposed to taste like. (It was rich, fatty, and sticky.) The rabbit ravioli was delicious, with tender meat inside and pasta cooked to perfection. For dessert, I sampled the flan, which was mild and sweet and served with berries. Yum.

Service was excellent throughout the meal. The waitstaff was friendly, patient, and helpful. My friend's sister even got her entr├®e compliments of the chef because ""it didn't come out the way he wanted"".

So, why two stars? Portions were tiny. And by tiny I mean that I could have swallowed my entr├®e in two or three mouthfuls. Yeah, French cuisine prizes quality over quantity. But while the quality was (mostly) there, I also want a meal to satisfy. I'm probably not coming back.",-1
"681",1,"Servers not helpful, they rushing too much. appetizer was ok but the main dish was awful. My wife reject her pizza because it was really bad and have a smell to it. I ordered the chicken parmesan and it came totally different from the picture. However, I ate my plate since I was very hungry. The server took off the charge for my wife pizza but still it was a waste of $65.00 for my kids and me. we had to stop and get a fast sandwich for my wife after we left UNO.  and that didn't feel right.Never again UNO.",-1
"682",1,"First impressions are everything and this was not a good one! The food is good but the service SUCKS!!!!!!!!!! We will not be back and we had a party of 10. The waitress was rude never refilled anything and when we had to cancel stuff because it was taking so long, her reply was well we had a big party before you in a snotty voice. This is not how you run a restaurant if you want return customers. Good Luck to whoever decides  to go there, pack a lunch if you want to eat!",-1
"683",1,"Wish we had checked yelp before ordering from this place. We got take out and even my dog wouldn't eat it. My meatball sub was saturated in watery marinara so that the bread was so soggy. Inedible. And then the meatballs were burnt. My boyfriend asked for no mayo and no tomato on his burger and both were on there, so it was completely ignored. When we called to talk to the manager he was very rude and did not care at all that our food was inedible. DO NOT ORDER FROM HERE IT IS A WASTE OF MONEY.",-1
"684",2,"I don't know why this place is so highly rated.  First the service was not good at all: we had two different waiters neither of whom we saw very often.  They brought us an unopened bottle of wine, which they did not bring us glasses for or open for at least five minutes after the time was given to us.  We got our food over an hour after we had first sat down.  I ordered the Diavola pizza which I was thoroughly disappointed with.  The fresh mozzarella was good, but the dough was so soggy to the point where it resembled more of a waterlogged t-shirt than pizza dough.  Other members of my party ordered normal entrees, only to be brought incredibly small portions considering the steep price.  Overall, not very good.  I recommend just sticking to the North End for Italian.",-1
"685",2,"Regarding sales, the associates at Long's (both Boston and Braintree locations) need to recognize that customers, today, are not only well informed about the product they are interested in purchasing, but also do shop around for best prices.   Amazing what the internet, a phone, and a bit of negotiation can accomplish....., but I digress.

Regarding service, Long's tries to push it's own in-house service center over sending away to the manufacturer.  This, however, I would not recommend. I accepted Long's representation that they were ""authorized"" to repair my watch and it was returned with the date mechanism screwed up (which Long's initially argued was not broke but, really, whoever heard of a date changing at 3:15 a.m. as opposed to 12:00 a.m.?)  Anyway, Long's reluctantly agreed after I pushed back that, yes, there was something wrong and sent it away to the manufacturer to be PROPERLY repaired.   While the watch was eventually repaired, correctly, and I was credited what I initially paid for the repair it required an extra 4 weeks to set right where Long's went wrong.

Long's needs a reality check and come to recognize if not appreciate that in a city as big as Boston (notwithstanding all the available options in the suburbs), that the customer ALWAYS has other options and for every sale Long's looses, another merchant makes.    I know another merchant has my business.",-1
"686",1,"It was a beautiful sunny day and we arrived in granville around noon by aquabus. We were starving and the first restaurant we saw as we walked from the aquabus jetty was Edible Canada. Had heard a lot about this restaurant so we decided to give it a try.

I ordered the ling cod fish n chips, something that many seem to rave about? It came in one of those odd-shaped bowls where the back is high and the front is low. Nice bowl but completely inappropriate to serve fish & chips on as it was virtually impossible to cut the fish. The fish was tasteless and the batter hard like it had been a previously frozen fish that had been baked.

The accompanying asian coleslaw was also bland, had no more than a mouthful. Fries were lukewarm, like they had been under the heatlamp for some time.

The food was lousy but even worse was the service. Our waiter was rude and gave us a sulky face from start to end. We had only received one menu on the way in from the hostess who seated us. Our first encounter with the waiter was when we asked for another menu. He went and got one for us, plopping it on the table without a word spoken.

The food wasn't served to us, it was also just thrown on the table. Our waiter never bothered to come by again to ask us how the food was, or if we needed anything else. When we got the bill, he gave me the credit card slip again without saying a word. No thank you have a nice day please come again. I deliberated whether to tip at all. Maybe giving him nothing would have provoked a conversation. In the end I gave a token 10%.

What an awful way to start the day at granville as it totally soured my mood and affected my travelling companion as well. If you are a waiter having a bad day, don't come to work or at least put on your game face.",-1
"687",1,"My kid loves this place and the location is convenient for us but I think it could be so much better. It always seems really dirty and there are zero staff on the floor. I've been a handful of times and never felt compelled to write a review but this last trip there were several ""chicken bones,"" on the floor (what?) and also a pair of kids underwear sitting on top of a trash can. Both were still untouched or picked up by the time I left. That's just gross and I won't be going back unless they can keep the place cleaner.",-1
"688",2,"The food was great! People obviously come here for the meals.
The Customer Service, great, too! Friendly, helpful. We were even offered a Senior Card for future discounts.

Negative why I didn't like about the restaurant:
1. Seats were taped up with duck tapes.
2. Ceiling has holes in it.
3. Cracked ceiling paint.
4. Cobwebs.
5. Toilets went on & on, no towels. no seat protector.
6. Where my husband was sitting, a bullet hole in the window @ eye level.

Badly in NEED of a remodel. Yes, I know, they opened in 1963, but I think it's time!",-1
"689",1,"One of the worst traps in Austin. Shuttle bus drops off far away. The line to get in seems to stretch for miles. Line is unorganized. People are rude and cut in line the entire time.when you finally get in, it is a snail crawl to the end. People are snappy and pushy and you literally have to fight to get anywhere near the cheaply made and crude Christmas displays. What a scam",-1
"690",2,"confetti! if it had to be one. overall. this place is okay. cookie dough itself is really sweet. but, out of all the flavors we tried... confetti is probably the only one that worth it. we shared one single scoop and it was more ethan enough. very sweet and has a sugary after taste that is expected of cookie dough. maybe it's the hype.",-1
"691",1,"Atmospheres was contracted through the venue we booked (the Buena Vista palace) and we regretted it every minute.  The company was impossible to contact.  We finally got thru to Debra who refused to accommodate our schedule for a meeting with a nasty response when I asked if we could meet in the late evening.  We finally arranged to meet with her when we meet her at a wedding expo.  After she agreed to meet us it still took a major effort to officially book the meeting.  We meet with Debra finally after a few months of failed attempts.  We found the prices to be very high so we emailed to negotiate a lower price and tailor our package.  Once again a horrible experience, I got a response to call them at inconvenient hours for my fiancee and I due to our jobs.  It was a 3 hour window Tuesday, wed, and thurs.  Which we couldn't do.  My fiancee was getting emails asking if she wanted to sign a contract and she would reply about the counter offer email I sent, which they ignored and emailed the same exact thing to her two weeks later.  What horrible, horrible communication.  We ended up using another florist who did a wonderful job.  We would never ever recommend this vendor due to their unprofessional communication and poor customer service.",-1
"692",1,"A place to avoid by any means!!!!

Waited 40 minutes to pick up a To Go Order that I placed on the phone 15min prior to my arrival on the spot.
 
37 minutes after eating the wings I got, here I am desperately looking for a bathroom... 

I'll let you imagine the rest.",-1
